Team,ban_1,ban_2,ban_3
blueBans,Fiora,Kindred,Elise
blueBans,Ryze,Elise,Kindred
blueBans,Trundle,Fiora,Ryze
blueBans,Graves,TahmKench,Shen
blueBans,Quinn,TahmKench,Corki
blueBans,RekSai,Gangplank,Ryze
blueBans,Elise,Kindred,TahmKench
blueBans,Trundle,Kindred,Ryze
blueBans,Poppy,Corki,Elise
blueBans,Kalista,Poppy,Elise
blueBans,Ryze,Corki,Morgana
blueBans,Poppy,Alistar,Kalista
blueBans,Lissandra,Poppy,Alistar
blueBans,Kalista,Elise,Fiora
blueBans,Quinn,Elise,Leblanc
blueBans,TahmKench,Shen,Corki
blueBans,Lissandra,Zed,TahmKench
blueBans,Fiora,Graves,Kalista
blueBans,Shen,TahmKench,Lulu
blueBans,Graves,Lulu,Ryze
blueBans,Poppy,Lissandra,Kalista
blueBans,Lulu,Alistar,Lucian
blueBans,Corki,Lucian,Poppy
blueBans,Kalista,Leblanc,Gangplank
blueBans,Leblanc,Elise,Corki
blueBans,Lulu,Ryze,Gangplank
blueBans,Graves,Lulu,Gangplank
blueBans,Lulu,Corki,Poppy
blueBans,Corki,Gangplank,Leblanc
blueBans,Nidalee,Lissandra,Quinn
blueBans,Alistar,Fiora,Poppy
blueBans,Lulu,Ryze,Lucian
blueBans,Lulu,Graves,Lucian
blueBans,Corki,Fiora,Elise
blueBans,Lulu,Fiora,Gangplank
blueBans,Nidalee,Quinn,Lulu
blueBans,Kalista,Graves,Lucian
blueBans,Ryze,Gangplank,RekSai
blueBans,Braum,Malphite,Kalista
blueBans,Lulu,Gangplank,KogMaw
blueBans,Nidalee,Quinn,Leblanc
blueBans,Nidalee,Rumble,Alistar
blueBans,Poppy,Braum,Gangplank
blueBans,Poppy,Alistar,Quinn
blueBans,Fiora,Alistar,Morgana
blueBans,Poppy,Kindred,Kalista
blueBans,Fiora,Thresh,Elise
blueBans,KogMaw,Kalista,Quinn
blueBans,Nidalee,Braum,Gangplank
blueBans,Alistar,Fiora,KogMaw
blueBans,Zilean,Lulu,Fiora
blueBans,Kalista,KogMaw,Lulu
blueBans,Fiora,Kalista,Orianna
blueBans,Lulu,Rumble,KogMaw
blueBans,Braum,Gangplank,Corki
blueBans,Alistar,Lulu,Lucian
blueBans,Lulu,Nautilus,Gangplank
blueBans,Rammus,Corki,Gragas
blueBans,Alistar,Elise,Lux
blueBans,Elise,Azir,Leblanc
blueBans,Lulu,Alistar,Jhin
blueBans,Lulu,Quinn,Pantheon
blueBans,Braum,Lissandra,Thresh
blueBans,Rammus,Lulu,Braum
blueBans,Elise,Fiora,Gragas
blueBans,Thresh,Kalista,Lucian
blueBans,Graves,Zilean,Leblanc
blueBans,Alistar,Braum,Quinn
blueBans,Lulu,Alistar,Kalista
blueBans,Alistar,Lulu,Lucian
blueBans,Graves,Kalista,Lulu
blueBans,Gangplank,Rammus,Kalista
blueBans,Fiora,Lulu,Kalista
blueBans,Braum,Rammus,Kalista
blueBans,Trundle,Alistar,Gragas
blueBans,Corki,Azir,Gragas
blueBans,Graves,Zed,Azir
blueBans,Rammus,Lulu,Jhin
blueBans,Gangplank,Thresh,Kalista
blueBans,Zed,Leblanc,Ryze
blueBans,Braum,Bard,RekSai
blueBans,Braum,Swain,Ryze
blueBans,Fizz,Vladimir,Ekko
blueBans,Lucian,Maokai,Vladimir
blueBans,Zed,Lucian,Kindred
blueBans,Kindred,RekSai,Lucian
blueBans,Fizz,Nidalee,Ekko
blueBans,Zed,Lucian,Kindred
blueBans,Vladimir,Braum,Trundle
blueBans,Trundle,Vladimir,Fizz
blueBans,Kindred,Lucian,Braum
blueBans,Vladimir,Lucian,Jayce
blueBans,Azir,Ryze,Maokai
blueBans,Trundle,Kindred,Graves
blueBans,Fizz,Vladimir,Bard
blueBans,Caitlyn,Bard,RekSai
blueBans,Nidalee,Ryze,Trundle
blueBans,Vladimir,Kindred,Ekko
blueBans,Lissandra,Maokai,Karma
blueBans,Braum,Azir,Nidalee
blueBans,Braum,Trundle,Azir
blueBans,Elise,Zed,Braum
blueBans,Gragas,Kalista,Vladimir
blueBans,Braum,Trundle,Elise
blueBans,Braum,Bard,RekSai
blueBans,Kindred,Trundle,Fizz
blueBans,Braum,Caitlyn,Anivia
blueBans,Kalista,Nidalee,Braum
blueBans,Trundle,Viktor,Braum
blueBans,Bard,Braum,RekSai
blueBans,Azir,Ryze,Elise
blueBans,Bard,Braum,Fizz
blueBans,Ryze,Nidalee,Kindred
blueBans,Viktor,Azir,Ryze
blueBans,Swain,Olaf,Kindred
blueBans,Swain,Trundle,Vladimir
blueBans,Nidalee,Olaf,Irelia
blueBans,Leblanc,Trundle,Braum
blueBans,Fizz,Gragas,Vladimir
blueBans,Irelia,Braum,Bard
blueBans,Swain,Viktor,Ryze
blueBans,Trundle,RekSai,Elise
blueBans,Olaf,Nidalee,Bard
blueBans,Braum,Trundle,Karma
blueBans,Caitlyn,Bard,Fizz
blueBans,Fizz,Bard,Caitlyn
blueBans,Illaoi,Shen,Trundle
blueBans,Braum,Shen,Trundle
blueBans,Bard,Anivia,Irelia
blueBans,Bard,Kindred,Braum
blueBans,Nidalee,Ezreal,Ryze
blueBans,Elise,Trundle,Olaf
blueBans,Karma,Caitlyn,Ryze
blueBans,Azir,Ryze,Braum
blueBans,Draven,Gragas,Trundle
blueBans,Nidalee,Elise,Ryze
blueBans,Swain,Caitlyn,Ryze
blueBans,Draven,Trundle,Caitlyn
blueBans,Olaf,Irelia,Zilean
blueBans,Caitlyn,Azir,Bard
blueBans,Trundle,Nidalee,Jax
blueBans,Bard,Braum,Syndra
blueBans,Jhin,Olaf,Nidalee
blueBans,Draven,Trundle,Braum
blueBans,Olaf,Bard,Caitlyn
blueBans,Elise,Olaf,Swain
blueBans,Trundle,Viktor,Karma
blueBans,Caitlyn,Azir,Trundle
blueBans,Olaf,Irelia,Viktor
blueBans,Trundle,Karma,Irelia
blueBans,Olaf,Caitlyn,Braum
blueBans,Trundle,Braum,Hecarim
blueBans,Olaf,TahmKench,Nidalee
blueBans,Ryze,Gragas,Nidalee
blueBans,Swain,Caitlyn,Jhin
blueBans,Nidalee,Olaf,Caitlyn
blueBans,Swain,Varus,Jhin
blueBans,Leblanc,Shen,Trundle
blueBans,Caitlyn,Ryze,Gragas
blueBans,Trundle,Olaf,Irelia
blueBans,Sion,Taliyah,Swain
blueBans,Azir,Karma,Gragas
blueBans,Olaf,Irelia,Ashe
blueBans,Sivir,Bard,Elise
blueBans,Azir,Olaf,Karma
blueBans,Azir,Elise,Ashe
blueBans,Kindred,Swain,Shen
blueBans,Sion,Taliyah,Bard
blueBans,Olaf,Trundle,Ryze
blueBans,Karma,Olaf,Azir
blueBans,Braum,Irelia,Karma
blueBans,Azir,Irelia,Olaf
blueBans,Swain,Shen,Trundle
blueBans,Braum,Syndra,Bard
blueBans,Caitlyn,Ryze,Draven
blueBans,Swain,Nidalee,Azir
blueBans,Bard,Shen,Irelia
blueBans,Azir,Bard,Olaf
blueBans,Jhin,Ryze,Nidalee
blueBans,Irelia,Olaf,Ryze
blueBans,Azir,Karma,Gnar
blueBans,Bard,Taliyah,Azir
blueBans,Trundle,Malzahar,Shen
blueBans,Shen,Bard,Elise
blueBans,Azir,Nidalee,Vladimir
blueBans,Olaf,Cassiopeia,Nidalee
blueBans,Bard,Braum,Varus
blueBans,Trundle,Malzahar,Gnar
blueBans,Nidalee,Olaf,Irelia
blueBans,Bard,Vladimir,Irelia
blueBans,Trundle,Elise,Shen
blueBans,Irelia,RekSai,Shen
blueBans,Azir,Elise,Vladimir
blueBans,Viktor,RekSai,Azir
blueBans,Olaf,Leblanc,Sivir
blueBans,Azir,Karma,Sivir
blueBans,Bard,Irelia,RekSai
blueBans,Shen,Caitlyn,Vladimir
blueBans,Azir,Jax,Jhin
blueBans,Zilean,Azir,Elise
blueBans,Shen,Illaoi,Taric
blueBans,Olaf,Sivir,Irelia
blueBans,Caitlyn,Malzahar,RekSai
blueBans,Malzahar,Shen,Elise
blueBans,Nidalee,Irelia,Zilean
blueBans,Morgana,Azir,Irelia
blueBans,Bard,Illaoi,Shen
blueBans,Malzahar,Elise,Shen
blueBans,Nidalee,Irelia,Olaf
blueBans,Caitlyn,Malzahar,Nidalee
blueBans,Bard,Olaf,Azir
blueBans,Taliyah,Bard,Irelia
blueBans,Trundle,Leblanc,Rumble
blueBans,Nidalee,Vladimir,Gragas
blueBans,Syndra,Varus,Azir
blueBans,Malzahar,Shen,Bard
blueBans,Trundle,Jhin,Karma
blueBans,Irelia,Karma,Olaf
blueBans,Malzahar,Vladimir,Shen
blueBans,Bard,Malzahar,Shen
blueBans,Olaf,Nidalee,Azir
blueBans,Braum,Nidalee,Karma
blueBans,Bard,Trundle,Cassiopeia
blueBans,Caitlyn,Lucian,Kassadin
blueBans,Karma,Trundle,Jhin
blueBans,Fiora,Nidalee,Shen
blueBans,Elise,Draven,Gnar
blueBans,Malzahar,Elise,Jax
blueBans,Olaf,Gangplank,Kassadin
blueBans,Olaf,Nidalee,Karma
blueBans,Bard,Malzahar,Trundle
blueBans,Gangplank,Olaf,Nidalee
blueBans,Illaoi,Gnar,Elise
blueBans,Olaf,Malzahar,Gangplank
blueBans,Gangplank,Shen,Olaf
blueBans,Karma,Gragas,Fiora
blueBans,Malzahar,Kassadin,Trundle
blueBans,Illaoi,Irelia,Anivia
blueBans,Gragas,Trundle,Jax
blueBans,Elise,Gangplank,Malzahar
blueBans,Fiora,Nidalee,Kassadin
blueBans,Cassiopeia,Syndra,Elise
blueBans,Karma,Elise,Malzahar
blueBans,Illaoi,Bard,Nidalee
blueBans,Swain,Lucian,Kassadin
blueBans,Fiora,Taric,Trundle
blueBans,Nidalee,Fiora,Karma
blueBans,Sivir,Kassadin,Shen
blueBans,TahmKench,KogMaw,Trundle
blueBans,Malzahar,Hecarim,Trundle
blueBans,Vladimir,Malzahar,Trundle
blueBans,KogMaw,Fiora,Nidalee
blueBans,Kassadin,Alistar,Zilean
blueBans,Elise,Karma,Gragas
blueBans,Kassadin,Irelia,Gragas
blueBans,Elise,TahmKench,Gnar
blueBans,Shen,Karma,Leblanc
blueBans,Syndra,Bard,Cassiopeia
blueBans,TahmKench,Shen,Ryze
blueBans,KogMaw,Nidalee,Trundle
blueBans,Jhin,Graves,Corki
blueBans,Trundle,Varus,Corki
blueBans,Graves,Corki,Kindred
blueBans,Trundle,Varus,Corki
blueBans,Ryze,Thresh,Sivir
blueBans,Ryze,Thresh,Sivir
blueBans,Lulu,Orianna,Azir
blueBans,TwistedFate,Nidalee,Thresh
blueBans,Azir,Alistar,Trundle
blueBans,Azir,Karma,Kindred
blueBans,Azir,Kindred,Kassadin
blueBans,TwistedFate,Nidalee,Lissandra
blueBans,Zed,Kindred,Braum
blueBans,Bard,Braum,Lulu
blueBans,Bard,Braum,Lulu
blueBans,Bard,Lulu,Trundle
blueBans,Braum,Zed,Alistar
blueBans,Zed,Braum,Alistar
blueBans,Zed,Ekko,Azir
blueBans,Zed,Ekko,Azir
blueBans,Zed,Ekko,Azir
blueBans,Zed,Ryze,Nidalee
blueBans,Ryze,Nidalee,Leblanc
blueBans,Ryze,Nidalee,Leblanc
blueBans,Ryze,Nidalee,Leblanc
blueBans,Gangplank,Kassadin,Bard
blueBans,Lissandra,Nidalee,Cassiopeia
blueBans,Lissandra,Nidalee,Taric
blueBans,Lissandra,Taric,Nidalee
blueBans,Kassadin,Irelia,Gnar
blueBans,Ekko,Gragas,Elise
blueBans,Kassadin,Irelia,Gnar
blueBans,Bard,Kassadin,AurelionSol
blueBans,Bard,Kassadin,AurelionSol
blueBans,Bard,Kassadin,AurelionSol
blueBans,Bard,Kassadin,AurelionSol
blueBans,Bard,Kassadin,AurelionSol
blueBans,Kassadin,Ryze,Irelia
blueBans,TahmKench,Malzahar,Gangplank
blueBans,TahmKench,Malzahar,Gangplank
blueBans,Ryze,Kassadin,RekSai
blueBans,Ekko,Taliyah,Gnar
blueBans,Ekko,Taliyah,Sivir
blueBans,Sivir,Taliyah,Ekko
blueBans,Shen,RekSai,Vladimir
blueBans,Vladimir,Kassadin,Elise
blueBans,Kassadin,TahmKench,Taliyah
blueBans,Kassadin,Taliyah,Ryze
blueBans,Taliyah,Malzahar,Gnar
blueBans,Kassadin,Ryze,Anivia
blueBans,Kassadin,Karma,Ryze
blueBans,Kassadin,Karma,Nidalee
blueBans,Elise,Vladimir,Nidalee
blueBans,Shen,Kassadin,TahmKench
blueBans,Ekko,Braum,Yasuo
blueBans,Gnar,Gangplank,TahmKench
blueBans,Gnar,RekSai,TahmKench
blueBans,Vladimir,Kassadin,Elise
blueBans,Gnar,RekSai,TahmKench
blueBans,Vladimir,Kassadin,Ashe
blueBans,Jayce,Camille,Cassiopeia
blueBans,Katarina,TahmKench,Ryze
blueBans,Katarina,Jhin,Karma
blueBans,Jayce,Shen,Ivern
blueBans,Katarina,Jhin,Ryze
blueBans,Zyra,Malzahar,Katarina
blueBans,Zyra,Illaoi,Leblanc
blueBans,Zyra,Illaoi,Leblanc
blueBans,Ryze,Rumble,Shen
blueBans,Syndra,Leblanc,LeeSin
blueBans,Shen,Jayce,MissFortune
blueBans,Elise,Jhin,Fiora
blueBans,Taliyah,Khazix,TahmKench
blueBans,Zyra,Syndra,Lulu
blueBans,Ivern,Khazix,Camille
blueBans,Ivern,Khazix,Camille
blueBans,Zyra,Malzahar,Ryze
blueBans,Jayce,Zyra,MissFortune
blueBans,Zyra,Malzahar,Ryze
blueBans,Zyra,Malzahar,Ryze
blueBans,Shen,Jhin,LeeSin
blueBans,Jayce,Zyra,Khazix
blueBans,Shen,Jhin,Malzahar
blueBans,Ryze,Poppy,TahmKench
blueBans,Ryze,Ivern,Shen
blueBans,Zyra,Rumble,Khazix
blueBans,Zyra,Malzahar,Ryze
blueBans,Zyra,MissFortune,Khazix
blueBans,Zyra,Malzahar,Ryze
blueBans,Zyra,Malzahar,Jayce
blueBans,Shen,Camille,Ivern
blueBans,Jayce,Zyra,Malzahar
blueBans,Zyra,Malzahar,Jayce
blueBans,Jayce,Malzahar,Sivir
blueBans,Zyra,Malzahar,Ivern
blueBans,Jayce,Syndra,Khazix
blueBans,Zyra,Malzahar,Ivern
blueBans,MissFortune,Syndra,Khazix
blueBans,Zyra,Malzahar,Shen
blueBans,Ashe,Jayce,TahmKench
blueBans,Ryze,Ivern,Shen
blueBans,Jayce,Caitlyn,Khazix
blueBans,Jayce,Malzahar,Jhin
blueBans,Jayce,Varus,Khazix
blueBans,Jayce,Ivern,Varus
blueBans,Zyra,Malzahar,Ivern
blueBans,Zyra,Malzahar,Syndra
blueBans,Zyra,Malzahar,Shen
blueBans,Malzahar,Zyra,Shen
blueBans,Jayce,Malzahar,Graves
blueBans,Shen,Ryze,Rengar
blueBans,Zyra,Malzahar,Jayce
blueBans,Ivern,Jayce,Camille
blueBans,Malzahar,Zyra,Camille
blueBans,Zyra,Varus,Ivern
blueBans,Zyra,Varus,Ivern
blueBans,Jayce,Ivern,Syndra
blueBans,Zyra,Jayce,Varus
blueBans,Jayce,Rengar,Khazix
blueBans,Jayce,Zyra,Rumble
blueBans,Zyra,Ryze,Malzahar
blueBans,Zyra,Malzahar,Camille
blueBans,Zyra,Malzahar,Camille
blueBans,Shen,Gangplank,Camille
blueBans,Shen,Gangplank,Camille
blueBans,Shen,Graves,Jayce
blueBans,Varus,Camille,Ryze
blueBans,Shen,Graves,Jayce
blueBans,Thresh,Shen,Jayce
blueBans,Zyra,Shen,Leblanc
blueBans,Varus,Camille,Jayce
blueBans,Rumble,Shen,Jayce
blueBans,Varus,Ryze,Graves
blueBans,Jayce,Leblanc,Rumble
blueBans,Ryze,Shen,Camille
blueBans,Shen,Graves,Evelynn
blueBans,Rumble,Zilean,Draven
blueBans,Shen,Ivern,Leblanc
blueBans,Shen,Ivern,Leblanc
blueBans,Ryze,Camille,Malzahar
blueBans,Ryze,Camille,LeeSin
blueBans,Shen,Jayce,Ryze
blueBans,Elise,Rengar,Jayce
blueBans,Shen,Rumble,Varus
blueBans,Jhin,Jayce,Rengar
blueBans,Jayce,Varus,Ivern
blueBans,Malzahar,Camille,Ryze
blueBans,Shen,Ivern,Leblanc
blueBans,Jayce,Rumble,Varus
blueBans,Jayce,Elise,Zyra
blueBans,Camille,Jayce,Jhin
blueBans,Camille,Rengar,Shen
blueBans,Malzahar,Shen,Leblanc
blueBans,Shen,Jayce,Leblanc
blueBans,Shen,Camille,Zyra
blueBans,Elise,Camille,Ashe
blueBans,Elise,Camille,Malzahar
blueBans,Malzahar,Ryze,Jhin
blueBans,Malzahar,Camille,Shen
blueBans,LeeSin,Elise,Lulu
blueBans,Camille,Shen,Rengar
blueBans,Shen,Elise,Leblanc
blueBans,Ryze,Shen,Gragas
blueBans,Elise,Jayce,Ivern
blueBans,Malzahar,Syndra,Elise
blueBans,Gragas,Shen,Lulu
blueBans,Ryze,Zyra,Rengar
blueBans,Gragas,Shen,Ziggs
blueBans,Elise,Ashe,Lulu
blueBans,Elise,TahmKench,Vladimir
blueBans,Camille,Malzahar,Lulu
blueBans,Camille,Malzahar,Lulu
blueBans,Camille,Shen,Cassiopeia
blueBans,Ivern,Shen,Vladimir
blueBans,Shen,Leblanc,Renekton
blueBans,Malzahar,Lulu,Kennen
blueBans,Syndra,Elise,Shen
blueBans,Syndra,Shen,Talon
blueBans,Rengar,Vladimir,Camille
blueBans,Khazix,Shen,Cassiopeia
blueBans,TahmKench,Zyra,Graves
blueBans,TahmKench,Zyra,Graves
blueBans,Camille,Malzahar,Rengar
blueBans,TahmKench,Zyra,Elise
blueBans,Malzahar,Shen,Rengar
blueBans,Malzahar,Fizz,Renekton
blueBans,Malzahar,Renekton,Swain
blueBans,Shen,Malzahar,Orianna
blueBans,Shen,Renekton,Leblanc
blueBans,Lulu,Camille,Gragas
blueBans,Malzahar,Karma,Renekton
blueBans,Olaf,Renekton,Gragas
blueBans,Khazix,Graves,Malzahar
blueBans,Rumble,Rengar,Malzahar
blueBans,Talon,Camille,Rengar
blueBans,Rumble,LeeSin,Lucian
blueBans,TahmKench,Zyra,Shen
blueBans,Syndra,Fizz,Lulu
blueBans,TahmKench,Leblanc,Shen
blueBans,Caitlyn,Orianna,Rumble
blueBans,LeeSin,Kennen,Shen
blueBans,Caitlyn,Orianna,Rumble
blueBans,Talon,Camille,Lulu
blueBans,Lulu,Camille,Talon
blueBans,Malzahar,Rengar,Elise
blueBans,Camille,Orianna,Rumble
blueBans,Rengar,Ivern,Graves
blueBans,Rengar,Cassiopeia,Graves
blueBans,Malzahar,Vladimir,Camille
blueBans,Shen,Lulu,Orianna
blueBans,Shen,Orianna,Syndra
blueBans,Fizz,Camille,Malzahar
blueBans,Shen,Rengar,Malzahar
blueBans,Orianna,Syndra,Rumble
blueBans,Malzahar,Renekton,Shen
blueBans,Orianna,Camille,Varus
blueBans,LeeSin,Elise,Orianna
blueBans,Fizz,Camille,Elise
blueBans,LeeSin,Elise,Orianna
blueBans,Fizz,Camille,Malzahar
blueBans,LeeSin,Orianna,Rengar
blueBans,Orianna,Varus,Malzahar
blueBans,Kennen,LeeSin,Shen
blueBans,Orianna,Varus,Malzahar
blueBans,Shen,Kennen,Leblanc
blueBans,Shen,Kennen,Leblanc
blueBans,Varus,Malzahar,Ashe
blueBans,Orianna,Varus,Syndra
blueBans,Rengar,Shen,Malzahar
blueBans,Syndra,LeeSin,Elise
blueBans,Shen,Malzahar,Camille
blueBans,Syndra,LeeSin,Elise
blueBans,Varus,Malzahar,Orianna
blueBans,Varus,Malzahar,Orianna
blueBans,Varus,Malzahar,Orianna
blueBans,Syndra,Karma,Elise
blueBans,TahmKench,Shen,Rumble
blueBans,Syndra,Karma,Rumble
blueBans,Syndra,Karma,Lulu
blueBans,AurelionSol,Kennen,Kassadin
blueBans,Syndra,Zyra,LeeSin
blueBans,Jayce,Rumble,Xayah
blueBans,Jayce,Rumble,Xayah
blueBans,Zyra,Leblanc,Thresh
blueBans,Rakan,Fiora,Kennen
blueBans,Zyra,Leblanc,Thresh
blueBans,LeeSin,Kennen,Varus
blueBans,Shen,Ivern,Braum
blueBans,Kennen,Syndra,LeeSin
blueBans,Kennen,Leblanc,Syndra
blueBans,Lucian,Zac,Xayah
blueBans,Kennen,Thresh,Galio
blueBans,Elise,Thresh,Jayce
blueBans,Syndra,Kennen,Leblanc
blueBans,Thresh,Elise,Xayah
blueBans,Syndra,Rumble,Galio
blueBans,Xayah,Zac,Thresh
blueBans,Jayce,Elise,Galio
blueBans,Jayce,Elise,Galio
blueBans,Malzahar,Xayah,Galio
blueBans,Kennen,Khazix,Elise
blueBans,Elise,Thresh,Gnar
blueBans,Elise,Xayah,Kalista
blueBans,Elise,Xayah,Kalista
blueBans,Syndra,Galio,Kennen
blueBans,Thresh,Kennen,Xayah
blueBans,Rakan,Ivern,Kennen
blueBans,Rakan,Ivern,Kennen
blueBans,Leblanc,Galio,Thresh
blueBans,Rumble,Lucian,Kennen
blueBans,Rumble,Lucian,Galio
blueBans,Galio,Elise,Twitch
blueBans,Galio,Elise,Twitch
blueBans,Elise,Shen,LeeSin
blueBans,Galio,Rakan,Kalista
blueBans,Elise,Shen,Syndra
blueBans,Elise,TahmKench,Lucian
blueBans,Kennen,Thresh,Elise
blueBans,TahmKench,Elise,Syndra
blueBans,Leblanc,Ivern,Rakan
blueBans,Kennen,Elise,Thresh
blueBans,Kennen,Fiora,Thresh
blueBans,Rakan,Kalista,Thresh
blueBans,Ashe,Elise,TahmKench
blueBans,Graves,Khazix,Gragas
blueBans,Rakan,Renekton,Kennen
blueBans,Galio,Xayah,Elise
blueBans,Rakan,Kennen,Blitzcrank
blueBans,Xayah,Galio,Twitch
blueBans,TahmKench,Varus,Zac
blueBans,Leblanc,Elise,Khazix
blueBans,Elise,Fiora,Twitch
blueBans,Elise,Fiora,Blitzcrank
blueBans,Elise,Fiora,Xayah
blueBans,Shen,Galio,Thresh
blueBans,Shen,Galio,Rakan
blueBans,Shen,Rakan,Galio
blueBans,Rakan,Blitzcrank,Shen
blueBans,Galio,Caitlyn,Elise
blueBans,TahmKench,RekSai,Zac
blueBans,Shen,Galio,Kennen
blueBans,Twitch,Kalista,Elise
blueBans,Twitch,Rakan,Thresh
blueBans,TahmKench,Zac,Braum
blueBans,TahmKench,Zac,Braum
blueBans,Rakan,Gnar,Varus
blueBans,Rumble,RekSai,Kennen
blueBans,TahmKench,Caitlyn,Elise
blueBans,TahmKench,Caitlyn,Thresh
blueBans,Rakan,Cassiopeia,RekSai
blueBans,Caitlyn,TahmKench,Zac
blueBans,Shen,Rakan,Zac
blueBans,Shen,Rakan,Zac
blueBans,Shen,Rakan,Galio
blueBans,Kalista,Elise,Gnar
blueBans,Kalista,Elise,Gnar
blueBans,Kalista,Shen,Thresh
blueBans,Kennen,Rakan,Thresh
blueBans,Ashe,Braum,Caitlyn
blueBans,Braum,Thresh,Alistar
blueBans,Rakan,Thresh,Corki
blueBans,RekSai,Shen,TahmKench
blueBans,RekSai,Shen,TahmKench
blueBans,Cassiopeia,RekSai,Varus
blueBans,Camille,Xayah,Caitlyn
blueBans,Camille,Katarina,Caitlyn
blueBans,Camille,Katarina,Caitlyn
blueBans,Shen,Thresh,Gnar
blueBans,Olaf,Thresh,Leblanc
blueBans,Thresh,Jayce,Chogath
blueBans,Caitlyn,Sejuani,TahmKench
blueBans,Thresh,Jayce,Syndra
blueBans,Shen,Caitlyn,Zac
blueBans,Shen,Caitlyn,Zac
blueBans,Shen,Caitlyn,Zac
blueBans,RekSai,Leblanc,Caitlyn
blueBans,RekSai,Leblanc,Caitlyn
blueBans,Leblanc,Gragas,Kalista
blueBans,Taliyah,TahmKench,KogMaw
blueBans,Gragas,Galio,Braum
blueBans,Rakan,Caitlyn,Thresh
blueBans,Galio,Braum,Kalista
blueBans,Sejuani,Braum,Kalista
blueBans,Thresh,Jayce,Elise
blueBans,Sejuani,Braum,Kalista
blueBans,Caitlyn,Leblanc,RekSai
blueBans,Orianna,Taliyah,Elise
blueBans,Caitlyn,Leblanc,Tristana
blueBans,TahmKench,Elise,Maokai
blueBans,Braum,Maokai,Elise
blueBans,Thresh,Janna,Zac
blueBans,Thresh,Janna,Elise
blueBans,Syndra,Braum,Elise
blueBans,Rakan,Kalista,Leblanc
blueBans,Galio,Thresh,Chogath
blueBans,Orianna,Kalista,Maokai
blueBans,Maokai,Chogath,Alistar
blueBans,Caitlyn,Elise,Chogath
blueBans,Elise,Thresh,Alistar
blueBans,Rakan,Caitlyn,Kayn
blueBans,Elise,Alistar,Thresh
blueBans,Alistar,Caitlyn,Chogath
blueBans,Thresh,Elise,Maokai
blueBans,Thresh,Alistar,Chogath
blueBans,Maokai,Janna,Chogath
blueBans,Leblanc,Chogath,Caitlyn
blueBans,Leblanc,Caitlyn,Kalista
blueBans,Syndra,Kalista,Zac
blueBans,Elise,Caitlyn,Alistar
blueBans,Chogath,Thresh,Rakan
blueBans,Jayce,Braum,Chogath
blueBans,Chogath,Thresh,Rakan
blueBans,Elise,Maokai,Rakan
blueBans,Thresh,Rakan,Zac
blueBans,Thresh,Rakan,Rengar
blueBans,Caitlyn,Lucian,Elise
blueBans,Thresh,Rakan,Zac
blueBans,Gragas,Syndra,Elise
blueBans,Orianna,Alistar,JarvanIV
blueBans,Maokai,JarvanIV,Leblanc
blueBans,Maokai,Shen,JarvanIV
blueBans,Lucian,Elise,Alistar
blueBans,Elise,Lucian,Maokai
blueBans,Maokai,Shen,Fiddlesticks
blueBans,Heimerdinger,Kalista,Leblanc
blueBans,Rakan,Tristana,Elise
blueBans,Thresh,Cassiopeia,JarvanIV
blueBans,Poppy,Rengar,Illaoi
blueBans,Braum,Orianna,Rengar
blueBans,Leblanc,Rakan,Thresh
blueBans,Leblanc,Rakan,Thresh
blueBans,Leblanc,Chogath,Kalista
blueBans,Leblanc,Rakan,Chogath
blueBans,Elise,Orianna,Gnar
blueBans,Leblanc,Rakan,Chogath
blueBans,Rakan,Gragas,Caitlyn
blueBans,Xayah,Tristana,Cassiopeia
blueBans,Rakan,Galio,Caitlyn
blueBans,Xayah,Leblanc,Lucian
blueBans,Rakan,Galio,Caitlyn
blueBans,Rakan,Tristana,Orianna
blueBans,Rakan,Tristana,Cassiopeia
blueBans,Thresh,Orianna,Lucian
blueBans,Rakan,Gnar,Elise
blueBans,Caitlyn,Galio,Gragas
blueBans,Tristana,Elise,Rakan
blueBans,Galio,Caitlyn,JarvanIV
blueBans,Gnar,Elise,TahmKench
blueBans,Leblanc,Elise,Sivir
blueBans,Leblanc,Elise,Tristana
blueBans,Leblanc,Gnar,Xayah
blueBans,Rakan,Elise,JarvanIV
blueBans,Tristana,Rakan,Gnar
blueBans,Galio,JarvanIV,Cassiopeia
blueBans,Tristana,Rakan,Gnar
blueBans,Camille,Galio,Xayah
blueBans,Thresh,Elise,Lucian
blueBans,Camille,Galio,Xayah
blueBans,Orianna,Gnar,Alistar
blueBans,Kayn,Chogath,Thresh
blueBans,Orianna,Gnar,Alistar
blueBans,Kayn,Chogath,Thresh
blueBans,Kayn,Chogath,Xayah
blueBans,Cassiopeia,Rakan,JarvanIV
blueBans,Gnar,JarvanIV,Tristana
blueBans,Cassiopeia,JarvanIV,Rakan
blueBans,RekSai,Gnar,Kalista
blueBans,Leblanc,Vladimir,KogMaw
blueBans,RekSai,Gnar,Kalista
blueBans,Cassiopeia,Lulu,Kalista
blueBans,Shyvana,Azir,Kalista
blueBans,Cassiopeia,Leblanc,Kalista
blueBans,Shyvana,Azir,Urgot
blueBans,,,
blueBans,Lulu,Gragas,Ziggs
blueBans,Leblanc,RekSai,Kassadin
blueBans,Lulu,Gragas,Maokai
blueBans,Azir,Lissandra,Gnar
blueBans,Leblanc,Annie,Kassadin
