Team,ban_1,ban_2,ban_3
blueBans,Ivern,Fiora,Khazix
blueBans,Jayce,Jhin,Ashe
blueBans,Zyra,Ryze,Camille
blueBans,Maokai,AurelionSol,Jayce
blueBans,Shen,MissFortune,Jhin
blueBans,Ryze,Khazix,Cassiopeia
blueBans,Varus,Shen,Maokai
blueBans,Ryze,Varus,Khazix
blueBans,Jayce,Malzahar,Jhin
blueBans,Graves,Elise,Varus
blueBans,Ryze,Jayce,Leblanc
blueBans,Malzahar,AurelionSol,Thresh
blueBans,Ryze,Jayce,Leblanc
blueBans,Ivern,Ryze,Jayce
blueBans,Khazix,TahmKench,Rengar
blueBans,Ryze,Khazix,Varus
blueBans,Zyra,Malzahar,Leblanc
blueBans,Ryze,Cassiopeia,Camille
blueBans,Jayce,Malzahar,Zyra
blueBans,Ryze,Varus,Khazix
blueBans,Varus,Maokai,Jayce
blueBans,Ryze,Camille,Graves
blueBans,Ryze,Jayce,Rengar
blueBans,Graves,Ashe,Camille
blueBans,Thresh,Camille,Leblanc
blueBans,Jayce,Shen,Varus
blueBans,Thresh,Leblanc,Camille
blueBans,Zed,Malzahar,Jayce
blueBans,Varus,Maokai,Graves
blueBans,Zed,Shen,Jayce
blueBans,Ryze,Camille,Leblanc
blueBans,Malzahar,Leblanc,Maokai
blueBans,Rengar,Maokai,Ryze
blueBans,Khazix,Ryze,Rengar
blueBans,Zyra,Jayce,Ryze
blueBans,Khazix,Graves,Camille
blueBans,Malzahar,Jayce,Maokai
blueBans,Khazix,Camille,LeeSin
blueBans,Syndra,Camille,Graves
blueBans,Ryze,Khazix,Varus
blueBans,Malzahar,Maokai,Camille
blueBans,Shen,Maokai,Syndra
blueBans,Jayce,Shen,Camille
blueBans,Caitlyn,Leblanc,Graves
blueBans,Jayce,Shen,Camille
blueBans,Shen,Graves,Jhin
blueBans,Shen,Malzahar,Elise
blueBans,Shen,Graves,Leblanc
blueBans,Malzahar,Thresh,Graves
blueBans,Elise,Leblanc,Olaf
blueBans,Thresh,Malzahar,Shen
blueBans,Cassiopeia,Malzahar,Ryze
blueBans,Shen,Malzahar,Leblanc
blueBans,Ryze,Camille,Varus
blueBans,Shen,Rengar,Mordekaiser
blueBans,Malzahar,Camille,Jayce
blueBans,Shen,Malzahar,Soraka
blueBans,Leblanc,Ryze,Camille
blueBans,Graves,Malzahar,Renekton
blueBans,Olaf,Varus,Leblanc
blueBans,Malzahar,Graves,Ezreal
blueBans,Leblanc,Ryze,Malzahar
blueBans,Malzahar,Shen,Camille
blueBans,Ryze,Rumble,Varus
blueBans,Shen,Varus,Malzahar
blueBans,Ryze,Rumble,Varus
blueBans,Shen,Malzahar,Mordekaiser
blueBans,Leblanc,Jayce,Rumble
blueBans,Ryze,Camille,Shen
blueBans,Ryze,Rengar,Talon
blueBans,Ryze,Camille,Shen
blueBans,Shen,Camille,Malzahar
blueBans,Malzahar,Graves,Leblanc
blueBans,Varus,Ryze,Olaf
blueBans,Graves,Malzahar,Shen
blueBans,Malzahar,Elise,Camille
blueBans,Shen,Camille,Malzahar
blueBans,Ashe,Ryze,Rengar
blueBans,Malzahar,Renekton,Shen
blueBans,Ryze,Rengar,Camille
blueBans,Ryze,Camille,Rengar
blueBans,Mordekaiser,Malzahar,Leblanc
blueBans,Malzahar,Graves,Rengar
blueBans,Ryze,Lulu,Rengar
blueBans,Malzahar,Camille,Rumble
blueBans,Malzahar,Shen,Ryze
blueBans,Malzahar,Camille,Rumble
blueBans,Camille,Ryze,Thresh
blueBans,Shen,Malzahar,Lulu
blueBans,Camille,Ezreal,Thresh
blueBans,Ryze,Malzahar,Camille
blueBans,Shen,Malzahar,Renekton
blueBans,Ryze,Malzahar,Camille
blueBans,Shen,Malzahar,Renekton
blueBans,Ryze,Rengar,Camille
blueBans,Shen,Ziggs,Renekton
blueBans,Rumble,Camille,Graves
blueBans,Elise,Vladimir,Shen
blueBans,Thresh,AurelionSol,Ezreal
blueBans,Graves,Malzahar,Shen
blueBans,Malzahar,Shen,Rengar
blueBans,Malzahar,Shen,Camille
blueBans,Shen,Malzahar,Camille
blueBans,Rengar,Graves,Renekton
blueBans,Talon,Jayce,Rumble
blueBans,Graves,Rengar,Camille
blueBans,Malzahar,Shen,Karma
blueBans,Ashe,Rengar,Shen
blueBans,Shen,Malzahar,Caitlyn
blueBans,Olaf,Rumble,Gangplank
blueBans,Camille,Graves,Lulu
blueBans,Malzahar,Shen,Caitlyn
blueBans,Camille,Vladimir,Nautilus
blueBans,Graves,Caitlyn,Camille
blueBans,Shen,Olaf,Elise
blueBans,Malzahar,Rengar,Graves
blueBans,Shen,AurelionSol,Caitlyn
blueBans,Rengar,Graves,Gragas
blueBans,Malzahar,Camille,Lulu
blueBans,Rengar,Graves,Gragas
blueBans,Shen,Gragas,Rumble
blueBans,Shen,Syndra,Graves
blueBans,Rengar,Nautilus,Shen
blueBans,Rumble,Caitlyn,Talon
blueBans,Shen,Lulu,Camille
blueBans,Caitlyn,Shen,Rengar
blueBans,Shen,Malzahar,Rumble
blueBans,Shen,Olaf,Graves
blueBans,Shen,Malzahar,Camille
blueBans,Shen,Gragas,Rumble
blueBans,Rengar,Camille,Graves
blueBans,Rumble,Caitlyn,Elise
blueBans,Rengar,Graves,Camille
blueBans,Rumble,Caitlyn,Ziggs
blueBans,Shen,Rumble,Gragas
blueBans,Camille,Lulu,LeeSin
blueBans,Caitlyn,Shen,Camille
blueBans,Lulu,Rumble,Camille
blueBans,Lucian,Olaf,Graves
blueBans,Shen,Malzahar,Camille
blueBans,Taliyah,Ahri,Rengar
blueBans,Ziggs,Caitlyn,Elise
blueBans,Rengar,Camille,Rumble
blueBans,Ziggs,Nidalee,Graves
blueBans,Leblanc,Khazix,Rengar
blueBans,LeeSin,Camille,Elise
blueBans,Leblanc,Shen,Syndra
blueBans,Shen,Camille,Kennen
blueBans,Malzahar,Nautilus,Shen
blueBans,Camille,AurelionSol,Lulu
blueBans,AurelionSol,Camille,Lulu
blueBans,Malzahar,Rumble,Shen
blueBans,LeeSin,Elise,Rengar
blueBans,Leblanc,Shen,Ashe
blueBans,LeeSin,Graves,Rengar
blueBans,Leblanc,Camille,Lulu
blueBans,Leblanc,Camille,Graves
blueBans,Camille,Leblanc,Syndra
blueBans,Leblanc,Kennen,Khazix
blueBans,Leblanc,Kennen,Graves
blueBans,Leblanc,Kennen,Graves
blueBans,Leblanc,Kennen,Graves
blueBans,Malzahar,Talon,Viktor
blueBans,Rengar,Ashe,Rumble
blueBans,Leblanc,Fizz,Shen
blueBans,Rumble,Ashe,Ivern
blueBans,Leblanc,Fizz,Rengar
blueBans,Rumble,Ashe,Ivern
blueBans,Shen,Leblanc,Fiora
blueBans,Elise,Olaf,Shen
blueBans,Shen,Leblanc,Xayah
blueBans,Ivern,Zyra,Nidalee
blueBans,Kennen,Thresh,Zac
blueBans,Ivern,Zyra,Xayah
blueBans,Olaf,Ivern,Galio
blueBans,LeeSin,Kennen,AurelionSol
blueBans,Galio,Kassadin,Lulu
blueBans,Leblanc,Graves,Jayce
blueBans,Leblanc,Fiora,Syndra
blueBans,Shen,Leblanc,Caitlyn
blueBans,Caitlyn,Fiora,Zyra
blueBans,Kennen,Caitlyn,Leblanc
blueBans,Caitlyn,Zyra,Jayce
blueBans,Leblanc,Syndra,Kennen
blueBans,Leblanc,Shen,Kennen
blueBans,Kled,Ivern,Leblanc
blueBans,LeeSin,Varus,Ashe
blueBans,Kled,Ivern,Leblanc
blueBans,Shen,Jayce,Kassadin
blueBans,Leblanc,Zyra,Rengar
blueBans,Ivern,Leblanc,Kennen
blueBans,Shen,Kassadin,Lulu
blueBans,Rakan,Elise,Leblanc
blueBans,Shen,Leblanc,Caitlyn
blueBans,Taliyah,Zyra,Zac
blueBans,Leblanc,Shen,Elise
blueBans,Leblanc,Thresh,Syndra
blueBans,Leblanc,Kennen,Fiora
blueBans,Leblanc,Syndra,Xayah
blueBans,AurelionSol,Caitlyn,Leblanc
blueBans,Leblanc,Elise,Kennen
blueBans,AurelionSol,Caitlyn,Shen
blueBans,Leblanc,Zyra,Rengar
blueBans,Shen,Galio,Kassadin
blueBans,Leblanc,Rengar,JarvanIV
blueBans,Olaf,Rengar,Shen
blueBans,LeeSin,Fiora,Jayce
blueBans,Olaf,Rengar,Kennen
blueBans,Zed,Rakan,Kennen
blueBans,Leblanc,Caitlyn,Galio
blueBans,Leblanc,Xayah,Galio
blueBans,LeeSin,Fiora,Kennen
blueBans,Leblanc,Xayah,Galio
blueBans,Leblanc,Ivern,Syndra
blueBans,Leblanc,AurelionSol,Caitlyn
blueBans,Leblanc,Ivern,Syndra
blueBans,Kennen,Leblanc,Ivern
blueBans,Galio,Leblanc,Zac
blueBans,Olaf,Rakan,Fiora
blueBans,Thresh,Leblanc,Jayce
blueBans,Leblanc,Lucian,Galio
blueBans,Kassadin,Cassiopeia,Elise
blueBans,LeeSin,Leblanc,Syndra
blueBans,Leblanc,Olaf,Caitlyn
blueBans,LeeSin,Olaf,Kennen
blueBans,Caitlyn,Leblanc,Shen
blueBans,Leblanc,LeeSin,Kennen
blueBans,AurelionSol,Leblanc,Caitlyn
blueBans,Leblanc,Talon,Kennen
blueBans,AurelionSol,Leblanc,Fiora
blueBans,Kennen,Fiora,Xayah
blueBans,Leblanc,Caitlyn,Shen
blueBans,Kennen,Fiora,Xayah
blueBans,Leblanc,Syndra,Xayah
blueBans,Leblanc,Kennen,Caitlyn
blueBans,AurelionSol,Gragas,Varus
blueBans,Shen,Leblanc,LeeSin
blueBans,AurelionSol,Kennen,Caitlyn
blueBans,Leblanc,Kled,Blitzcrank
blueBans,Caitlyn,Shen,Leblanc
blueBans,Leblanc,Caitlyn,Lucian
blueBans,Kassadin,Cassiopeia,Shen
blueBans,Leblanc,Caitlyn,Lucian
blueBans,AurelionSol,Braum,Fiora
blueBans,Leblanc,Olaf,Galio
blueBans,Elise,Kassadin,Caitlyn
blueBans,Kennen,RekSai,Leblanc
blueBans,Leblanc,Orianna,Gragas
blueBans,Leblanc,Shen,Galio
blueBans,Kennen,Galio,Leblanc
blueBans,Leblanc,Galio,TahmKench
blueBans,Kennen,Leblanc,Shen
blueBans,Shen,Fiora,Leblanc
blueBans,Kassadin,Syndra,Kennen
blueBans,Fiora,LeeSin,Kennen
blueBans,Leblanc,Thresh,Caitlyn
blueBans,Cassiopeia,Fiora,Zac
blueBans,Leblanc,Lucian,Kennen
blueBans,LeeSin,TahmKench,Lucian
blueBans,Kassadin,Galio,Kennen
blueBans,Olaf,Leblanc,Caitlyn
blueBans,Kassadin,Galio,Syndra
blueBans,Shen,Fiora,Elise
blueBans,Leblanc,Lucian,Kennen
blueBans,Shen,Fiora,Caitlyn
blueBans,Elise,Galio,Leblanc
blueBans,Rumble,Leblanc,Kennen
blueBans,Elise,Galio,Kassadin
blueBans,Leblanc,Syndra,Galio
blueBans,Leblanc,Kennen,Syndra
blueBans,Leblanc,Galio,Corki
blueBans,Shen,Taliyah,Leblanc
blueBans,Leblanc,Kalista,Twitch
blueBans,Shen,Taliyah,Corki
blueBans,Gragas,Kassadin,Galio
blueBans,Leblanc,TahmKench,Syndra
blueBans,Leblanc,Kennen,Elise
blueBans,Leblanc,Galio,Tristana
blueBans,Leblanc,Kennen,Rumble
blueBans,Kassadin,Corki,Rumble
blueBans,Fiora,Galio,Kassadin
blueBans,Corki,Leblanc,Kassadin
blueBans,Olaf,Kassadin,Caitlyn
blueBans,Kennen,TahmKench,Leblanc
blueBans,Olaf,Kassadin,Galio
blueBans,Gragas,Leblanc,Olaf
blueBans,Leblanc,Corki,TahmKench
blueBans,Olaf,Kassadin,Caitlyn
blueBans,Lucian,Kennen,Kassadin
blueBans,Kassadin,Elise,Braum
blueBans,Kassadin,Kennen,RekSai
blueBans,Leblanc,Rumble,Galio
blueBans,Leblanc,Braum,Taliyah
blueBans,Leblanc,Rumble,Galio
blueBans,AurelionSol,Kennen,Leblanc
blueBans,Olaf,Leblanc,Galio
blueBans,Leblanc,Elise,TahmKench
blueBans,AurelionSol,Kassadin,Elise
blueBans,Kennen,Kassadin,Taliyah
blueBans,Gragas,Corki,Leblanc
blueBans,Nidalee,Elise,Galio
blueBans,Syndra,Leblanc,TahmKench
blueBans,Leblanc,Elise,Cassiopeia
blueBans,AurelionSol,Galio,Leblanc
blueBans,Leblanc,Galio,Jax
blueBans,Kalista,Leblanc,Elise
blueBans,Elise,Leblanc,Corki
blueBans,Kassadin,Galio,Thresh
blueBans,Leblanc,Galio,Kalista
blueBans,Orianna,Leblanc,Rakan
blueBans,Leblanc,Galio,Kalista
blueBans,Leblanc,Elise,Draven
blueBans,Kassadin,Nunu,Syndra
blueBans,Leblanc,Corki,Draven
blueBans,Leblanc,Galio,Sejuani
blueBans,Syndra,Leblanc,Thresh
blueBans,Leblanc,Gragas,Syndra
blueBans,Leblanc,Kalista,RekSai
blueBans,Gragas,Syndra,Leblanc
blueBans,Leblanc,Nidalee,Thresh
blueBans,Leblanc,Gragas,Kayn
blueBans,Leblanc,Taric,Thresh
blueBans,Leblanc,Syndra,Thresh
blueBans,Leblanc,Gnar,Kalista
blueBans,Leblanc,Chogath,Syndra
blueBans,Rumble,Galio,Zac
blueBans,Leblanc,Syndra,Thresh
blueBans,Talon,Leblanc,Shen
blueBans,AurelionSol,Zac,Thresh
blueBans,Elise,Galio,Thresh
blueBans,Leblanc,Chogath,Maokai
blueBans,Elise,Galio,Thresh
blueBans,Kalista,Gnar,Gragas
blueBans,Leblanc,Chogath,Kassadin
blueBans,Leblanc,Syndra,Thresh
blueBans,Leblanc,Kalista,Elise
blueBans,Leblanc,Syndra,Orianna
blueBans,Jax,Caitlyn,Thresh
blueBans,Talon,Leblanc,Elise
blueBans,Thresh,Maokai,Jax
blueBans,Thresh,Elise,Galio
blueBans,AurelionSol,Chogath,Elise
blueBans,Corki,Elise,Gragas
blueBans,Leblanc,Rumble,Jhin
blueBans,Thresh,Elise,Morgana
blueBans,Rumble,Jhin,Chogath
blueBans,Leblanc,Elise,Thresh
blueBans,Kalista,Elise,Leblanc
blueBans,Leblanc,Thresh,Caitlyn
blueBans,Gnar,Shen,Elise
blueBans,Galio,Elise,Taliyah
blueBans,Leblanc,Rumble,Kalista
blueBans,AurelionSol,Maokai,Kalista
blueBans,Thresh,Shen,Cassiopeia
blueBans,Leblanc,Elise,Thresh
blueBans,Nunu,Cassiopeia,Blitzcrank
blueBans,Leblanc,Thresh,Caitlyn
blueBans,Leblanc,Thresh,Syndra
blueBans,Leblanc,Kalista,Elise
blueBans,Thresh,Leblanc,JarvanIV
blueBans,Leblanc,Chogath,Zac
blueBans,Elise,Galio,Thresh
blueBans,Leblanc,Thresh,Shen
blueBans,AurelionSol,Maokai,Tristana
blueBans,Leblanc,Thresh,Nidalee
blueBans,Leblanc,Thresh,Elise
blueBans,Leblanc,Maokai,Cassiopeia
blueBans,Thresh,Elise,Leblanc
blueBans,Thresh,Elise,Leblanc
blueBans,Leblanc,Elise,Camille
blueBans,Leblanc,Thresh,Tristana
blueBans,Leblanc,Gragas,Maokai
blueBans,Leblanc,Elise,Kalista
blueBans,Leblanc,AurelionSol,Camille
blueBans,Leblanc,Cassiopeia,Syndra
blueBans,Leblanc,AurelionSol,Orianna
blueBans,Syndra,JarvanIV,Thresh
blueBans,Leblanc,Elise,Tristana
blueBans,Leblanc,Maokai,Thresh
blueBans,Leblanc,Elise,Kalista
blueBans,Thresh,Leblanc,KogMaw
blueBans,Leblanc,Camille,Kalista
blueBans,Elise,Galio,Taliyah
blueBans,Leblanc,Thresh,Zac
blueBans,Elise,Galio,Gnar
blueBans,Leblanc,Gragas,Lucian
blueBans,Leblanc,Thresh,Syndra
blueBans,Leblanc,Thresh,Zac
blueBans,Leblanc,Gnar,Orianna
blueBans,Leblanc,Zac,Shen
blueBans,AurelionSol,Leblanc,Tristana
blueBans,Syndra,Thresh,Tristana
blueBans,Leblanc,Thresh,Tristana
blueBans,JarvanIV,Tristana,Caitlyn
blueBans,Leblanc,Tristana,Orianna
blueBans,Leblanc,Elise,Zac
blueBans,Leblanc,Tristana,Zac
blueBans,Cassiopeia,Twitch,Kalista
blueBans,JarvanIV,Lucian,RekSai
blueBans,JarvanIV,Lucian,RekSai
blueBans,JarvanIV,Lucian,RekSai
blueBans,Lucian,JarvanIV,Thresh
blueBans,Taliyah,AurelionSol,Orianna
blueBans,JarvanIV,Tristana,Twitch
blueBans,AurelionSol,Viktor,Orianna
blueBans,AurelionSol,Viktor,Orianna
blueBans,Twitch,Cassiopeia,Zac
blueBans,Leblanc,Ashe,Rakan
blueBans,Leblanc,Rakan,Ashe
blueBans,Leblanc,Rakan,Ashe
blueBans,AurelionSol,Velkoz,Rakan
blueBans,Maokai,Cassiopeia,Thresh
blueBans,AurelionSol,Velkoz,Rakan
blueBans,Cassiopeia,Lucian,KogMaw
blueBans,Syndra,Taliyah,Orianna
blueBans,Cassiopeia,Lucian,KogMaw
blueBans,Orianna,JarvanIV,Syndra
blueBans,Cassiopeia,Taliyah,Tristana
blueBans,Cassiopeia,Taliyah,Tristana
blueBans,Leblanc,Galio,Xayah
blueBans,Gnar,Tristana,Gragas
blueBans,Tristana,Gnar,Gragas
blueBans,Galio,Maokai,Chogath
blueBans,Sejuani,Zac,Gragas
blueBans,AurelionSol,Chogath,Kalista
blueBans,Maokai,Galio,Chogath
blueBans,AurelionSol,Kalista,Gnar
blueBans,JarvanIV,Rakan,Gnar
blueBans,Zed,Ahri,Leblanc
blueBans,LeeSin,Rengar,Janna
blueBans,LeeSin,Leblanc,Zed
blueBans,Irelia,Zed,RekSai
blueBans,Thresh,Hecarim,Janna
blueBans,Azir,Caitlyn,Kassadin
blueBans,Cassiopeia,Orianna,Rengar
blueBans,Cassiopeia,Kassadin,Thresh
blueBans,LeeSin,Kassadin,Lissandra
blueBans,Janna,Irelia,LeeSin
blueBans,Gnar,Zed,LeeSin
blueBans,Xerath,JarvanIV,Jax
blueBans,LeeSin,Azir,JarvanIV
blueBans,Cassiopeia,Irelia,Sejuani
blueBans,Cassiopeia,Zed,Gnar
blueBans,Rengar,Lissandra,Gnar
blueBans,LeeSin,Irelia,Lissandra
blueBans,Zed,Janna,Azir
blueBans,Cassiopeia,Hecarim,Irelia
blueBans,Azir,Cassiopeia,Lissandra
blueBans,Kassadin,RekSai,JarvanIV
blueBans,Azir,Kassadin,JarvanIV
blueBans,Kassadin,Irelia,Leblanc
blueBans,Jax,Ahri,Thresh
blueBans,Graves,Nidalee,Azir
blueBans,Jax,JarvanIV,Thresh
blueBans,Sivir,Gnar,Zed
blueBans,Sivir,Rengar,Ahri
blueBans,Zed,Kalista,Kassadin
blueBans,Zed,Lulu,Nidalee
blueBans,Graves,Nidalee,RekSai
blueBans,Nidalee,Lissandra,Gnar
blueBans,Azir,Annie,Gnar
blueBans,Zed,Lissandra,Kassadin
blueBans,Azir,Graves,Gnar
blueBans,Nidalee,Zed,Leblanc
blueBans,Jax,Xerath,Kassadin
blueBans,Irelia,Lissandra,Gnar
blueBans,Leblanc,Xerath,Zed
blueBans,Azir,Cassiopeia,Gnar
blueBans,Cassiopeia,Kalista,Annie
blueBans,Jax,,
blueBans,Kennen,Gnar,Kassadin
blueBans,Leblanc,Zed,Thresh
blueBans,Zed,Lissandra,Sivir
blueBans,Nidalee,Gnar,Kassadin
blueBans,Kassadin,Ahri,Lissandra
blueBans,Leblanc,Irelia,Ahri
blueBans,Cassiopeia,Nidalee,Kassadin
blueBans,Zed,Irelia,Lissandra
blueBans,Rengar,Rumble,Lissandra
blueBans,Zed,Graves,Kassadin
blueBans,Sivir,Annie,Thresh
blueBans,Nidalee,RekSai,Leblanc
blueBans,Draven,Cassiopeia,Kalista
blueBans,Xerath,Jax,Morgana
blueBans,Annie,Cassiopeia,Kassadin
blueBans,Kassadin,Lissandra,Ahri
blueBans,Lissandra,Leblanc,JarvanIV
blueBans,Zed,Morgana,Kassadin
blueBans,Jax,RekSai,Morgana
blueBans,Nidalee,Sejuani,Zed
blueBans,Irelia,Ahri,Lissandra
blueBans,Lissandra,RekSai,Ahri
blueBans,Cassiopeia,Annie,RekSai
blueBans,Annie,Leblanc,Nidalee
blueBans,Nidalee,Sivir,Cassiopeia
blueBans,Nidalee,Ahri,Zed
blueBans,Draven,Kalista,Cassiopeia
blueBans,Jax,Leblanc,Ahri
blueBans,Leona,Graves,Nidalee
blueBans,Rumble,Zed,Sejuani
blueBans,Leblanc,Nidalee,Cassiopeia
blueBans,Sivir,Annie,Rumble
blueBans,Zed,Graves,Lucian
blueBans,Thresh,Zed,Leblanc
blueBans,Zed,Rumble,Hecarim
blueBans,Cassiopeia,Maokai,Karthus
blueBans,Zed,KogMaw,Maokai
blueBans,Annie,Kalista,Zed
blueBans,Leblanc,Zed,TwistedFate
blueBans,Rumble,Lissandra,Zed
blueBans,Nidalee,Fizz,Cassiopeia
blueBans,Karthus,Sejuani,Lulu
blueBans,Morgana,Diana,Sejuani
blueBans,Leblanc,Jax,TwistedFate
blueBans,Maokai,Lulu,Karthus
blueBans,Lucian,Leblanc,RekSai
blueBans,Thresh,KogMaw,Lulu
blueBans,Cassiopeia,KogMaw,Hecarim
blueBans,TwistedFate,Diana,Annie
blueBans,Rumble,Hecarim,Azir
blueBans,Lulu,Maokai,RekSai
blueBans,Kalista,RekSai,Leblanc
blueBans,Urgot,Azir,Alistar
blueBans,Leblanc,RekSai,Urgot
blueBans,Ashe,RekSai,Thresh
blueBans,Cassiopeia,Draven,Maokai
blueBans,Gragas,Lucian,RekSai
blueBans,Urgot,Kassadin,Leblanc
blueBans,Cassiopeia,Morgana,Thresh
blueBans,RekSai,Jax,Ryze
blueBans,Lulu,Alistar,Kalista
blueBans,Viktor,Azir,Lucian
blueBans,Alistar,Ryze,Gragas
blueBans,Draven,Azir,Kalista
blueBans,Rumble,Hecarim,Kalista
blueBans,Kalista,Leblanc,Gragas
blueBans,Lulu,Azir,Alistar
blueBans,Urgot,Alistar,Leblanc
blueBans,Cassiopeia,Draven,Alistar
blueBans,KogMaw,Morgana,Ekko
blueBans,Gragas,Kalista,Ekko
blueBans,Ryze,Kalista,Kassadin
blueBans,Vladimir,Kassadin,Leblanc
blueBans,Leblanc,Hecarim,Fizz
blueBans,Jax,Morgana,Thresh
blueBans,Kalista,Gragas,Ekko
blueBans,Draven,Maokai,Alistar
blueBans,Leblanc,Maokai,Azir
blueBans,Kalista,Fizz,RekSai
blueBans,Gragas,Hecarim,Ryze
blueBans,Azir,Rumble,Jayce
blueBans,Rumble,Jayce,Ryze
blueBans,KogMaw,Gragas,Ryze
blueBans,Fizz,Sivir,Rumble
blueBans,Gragas,Jayce,Azir
blueBans,Jax,Morgana,Xerath
blueBans,Hecarim,Rumble,Ryze
blueBans,Morgana,Maokai,Cassiopeia
blueBans,Ryze,Alistar,Ekko
blueBans,Draven,Shen,Vladimir
blueBans,Jax,Gragas,Kalista
blueBans,Fizz,Yasuo,Shen
blueBans,Thresh,Fizz,Ekko
blueBans,Cassiopeia,Lulu,Vayne
blueBans,Fizz,Shen,Ahri
blueBans,Morgana,Shen,Ryze
blueBans,Vladimir,Thresh,Azir
blueBans,Vladimir,Ekko,Kalista
blueBans,Cassiopeia,Shen,Ekko
blueBans,Kalista,Nidalee,Draven
blueBans,Lulu,Gnar,RekSai
blueBans,Jayce,Sivir,Rumble
blueBans,Kalista,Lulu,Gragas
blueBans,Rumble,Fizz,Kalista
blueBans,Morgana,Jax,Thresh
blueBans,Kalista,Varus,Viktor
blueBans,Draven,Nidalee,LeeSin
blueBans,Kalista,Lulu,Gragas
blueBans,Morgana,KogMaw,Ryze
blueBans,Ryze,Sivir,Morgana
blueBans,Gragas,Fizz,RekSai
blueBans,Jax,Ezreal,Morgana
blueBans,Olaf,Ryze,RekSai
blueBans,Ryze,Azir,Sivir
blueBans,Gragas,Fizz,RekSai
blueBans,Jax,Kalista,Ezreal
blueBans,MasterYi,TwistedFate,Kalista
blueBans,Thresh,Alistar,Varus
blueBans,Draven,Nidalee,Azir
blueBans,Rumble,Thresh,Sivir
blueBans,Vladimir,Evelynn,Ryze
blueBans,Lulu,RekSai,Sivir
blueBans,Vladimir,Rumble,Varus
blueBans,Jayce,Kalista,Viktor
blueBans,Kalista,Rumble,Sivir
blueBans,Draven,Nidalee,LeeSin
blueBans,Nidalee,Jayce,Azir
blueBans,RekSai,Jayce,Rumble
blueBans,Fizz,Nidalee,Jayce
blueBans,Fizz,Varus,Viktor
blueBans,Orianna,Shen,Alistar
blueBans,Ryze,Alistar,Rumble
blueBans,Vladimir,Varus,Alistar
blueBans,Nidalee,Fizz,Jayce
blueBans,Morgana,Jax,Fizz
blueBans,Kalista,Thresh,Shen
blueBans,Ryze,KogMaw,TwistedFate
blueBans,Azir,Jayce,Thresh
blueBans,Shen,Orianna,Syndra
blueBans,Alistar,Maokai,Nidalee
blueBans,Draven,Cassiopeia,Urgot
blueBans,Nidalee,Leblanc,Zed
blueBans,Draven,Cassiopeia,Urgot
blueBans,Cassiopeia,Annie,Nidalee
blueBans,Diana,Gragas,Nidalee
blueBans,Diana,Gragas,Sejuani
blueBans,Diana,Gragas,Sejuani
blueBans,Maokai,Lulu,Sion
blueBans,Rumble,Shyvana,Hecarim
blueBans,Maokai,Lulu,Diana
blueBans,Rumble,Shyvana,Hecarim
blueBans,Maokai,Lulu,Sivir
blueBans,Syndra,Hecarim,Annie
blueBans,Syndra,Hecarim,Cassiopeia
blueBans,Graves,Lucian,Lulu
blueBans,Cassiopeia,Hecarim,Morgana
blueBans,Hecarim,Cassiopeia,Morgana
blueBans,Lucian,Graves,Zed
blueBans,Lucian,Graves,Caitlyn
blueBans,Graves,Caitlyn,Lulu
blueBans,Graves,Caitlyn,Lulu
blueBans,Graves,Caitlyn,Lulu
blueBans,Cassiopeia,Morgana,Annie
blueBans,Zed,Leblanc,Hecarim
blueBans,Cassiopeia,Morgana,Annie
blueBans,Zed,Leblanc,Hecarim
blueBans,Cassiopeia,Morgana,Annie
blueBans,Jax,Morgana,Elise
blueBans,Morgana,Jax,Elise
blueBans,Kalista,Rumble,Thresh
blueBans,Lulu,Fizz,Janna
blueBans,Lulu,Fizz,Janna
blueBans,Nautilus,Morgana,Irelia
blueBans,Lulu,Fizz,Janna
blueBans,Nautilus,Morgana,Sivir
blueBans,Vayne,Viktor,Elise
blueBans,Thresh,Sivir,
blueBans,Vayne,Viktor,Lulu
blueBans,Vayne,Viktor,Lulu
blueBans,Varus,Orianna,Viktor
blueBans,Varus,Orianna,Viktor
blueBans,Varus,Orianna,Viktor
blueBans,Varus,Viktor,Elise
blueBans,Kalista,Lulu,Fizz
blueBans,Viktor,Morgana,Elise
blueBans,Kalista,KogMaw,Ahri
blueBans,Azir,Viktor,Riven
blueBans,Kalista,KogMaw,Varus
blueBans,Azir,Shen,Sivir
blueBans,Kalista,KogMaw,Varus
blueBans,Kalista,Elise,Maokai
blueBans,Kalista,Lulu,Elise
blueBans,Shen,Lulu,Fizz
blueBans,Azir,Yasuo,Fizz
blueBans,Kalista,Varus,Fizz
blueBans,Azir,Yasuo,Fizz
blueBans,Kalista,Varus,Fizz
blueBans,Yasuo,Fizz,Azir
blueBans,Kalista,Lulu,Fizz
blueBans,Morgana,Varus,Sivir
blueBans,Lulu,Kalista,Braum
blueBans,Kindred,Kassadin,TahmKench
blueBans,Lissandra,Kindred,Gangplank
blueBans,Morgana,Poppy,Lissandra
blueBans,Trundle,Kindred,Shen
blueBans,Kindred,TahmKench,Lissandra
blueBans,Alistar,TahmKench,Lulu
blueBans,Trundle,Kindred,TahmKench
blueBans,TahmKench,Kindred,Lissandra
blueBans,Kindred,TahmKench,Morgana
blueBans,RekSai,Zac,Shen
blueBans,Graves,Trundle,Lulu
